,phrase,label,sentiment,subjectivity,language,count
UN-Vollversammlung,UN-Vollversammlung,ORG,0.0,0.0,de,1.0
W…,W…,ORG,-1.0,0.0,de,1.0
HurrikanMelissa,HurrikanMelissa,ORG,1.0,0.0,de,1.0
Karibikin…,Karibikin…,ORG,-0.7,0.0,de,1.0
Behö…,Behö…,ORG,0.0,0.0,de,1.0
Toten…,Toten…,ORG,0.0,0.0,de,1.0
US-Hurrikanzentrums,US-Hurrikanzentrums,ORG,-0.7,0.0,de,1.0
Offshore-Regatten,Offshore-Regatten,ORG,0.0,0.0,de,1.0
Smartphone,Smartphone,ORG,0.0,0.0,de,1.0
Zwangsehe,Zwangsehe,ORG,0.0,0.0,de,1.0
Zugbahn,Zugbahn,ORG,0.0,0.0,de,1.0
stern-Reports,stern-Reports,ORG,0.0,0.0,de,1.0
Newsmax,Newsmax,ORG,-1.0,0.0,de,1.0
Bad Bunny,Bad Bunny,ORG,1.0,0.0,de,1.0
NACHRICHTEN,NACHRICHTEN,ORG,0.0,0.0,de,1.0
Taifun Matmo,Taifun Matmo,ORG,-0.7,0.3333333333333333,de,1.0
vietnamesische Umweltministerium am Freitag,vietnamesische Umweltministerium am Freitag,ORG,-0.7,0.0,de,1.0
fün…,fün…,ORG,0.7,0.0,de,1.0
f…,f…,ORG,0.7,0.0,de,1.0
Hurrikans «Humberto,Hurrikans «Humberto,ORG,0.0,0.0,de,1.0
Hurrikans «Melissa,Hurrikans «Melissa,ORG,-1.0,0.0,de,1.0
K…,K…,ORG,0.0,0.0,de,1.0
University of the West Indies,University of the West Indies,ORG,0.0,0.0,de,1.0
Stuf…,Stuf…,ORG,0.0,0.0,de,1.0
National Hurricane Centers,National Hurricane Centers,ORG,0.0,0.0,de,1.0
Ortsz…,Ortsz…,ORG,0.0,0.0,de,1.0
Atomtest-Moratorium,Atomtest-Moratorium,ORG,0.0,0.0,de,1.0
App,App,ORG,0.0,0.0,de,1.0
And…,And…,ORG,-1.0,0.0,de,1.0
Jamaikas Regierung,Jamaikas Regierung,ORG,-0.7,0.0,de,1.0
Wind…,Wind…,ORG,-1.0,0.0,de,1.0
US-Hurrikanzentrums NHC,US-Hurrikanzentrums NHC,ORG,0.0,0.0,de,1.0
Ministerpr…,Ministerpr…,ORG,-0.6,0.0,de,1.0
IDF,IDF,ORG,0.0,0.0,de,1.0
Jamaika-Hurrikan,Jamaika-Hurrikan,ORG,0.0,0.0,de,1.0
Katastropheng…,Katastropheng…,ORG,0.0,0.0,de,1.0
UN,UN,ORG,0.0,0.0,de,1.0
zerstör…,zerstör…,ORG,0.0,0.0,de,1.0
US-Hurrikanwarnzentrum,US-Hurrikanwarnzentrum,ORG,-0.85,0.0,de,1.0
Behörd…,Behörd…,ORG,0.0,0.0,de,1.0
Hurrik…,Hurrik…,ORG,0.0,0.0,de,1.0
Bewohner Jamaikas,Bewohner Jamaikas,ORG,-0.7,0.0,de,1.0
Politik &amp,Politik &amp,ORG,0.0,0.0,de,1.0
