,phrase,label,sentiment,subjectivity,language,count
Weihnachten,Weihnachten,MISC,,,de,1.0
Bev…,Bev…,MISC,,,de,1.0
Kurs ins Auge des Sturms,Kurs ins Auge des Sturms,MISC,,,de,1.0
Ein Konvoi mit Hilfsgütern,Ein Konvoi mit Hilfsgütern,MISC,,,de,1.0
KI Stürme,KI Stürme,MISC,,,de,1.0
X.,X.,MISC,,,de,1.0
Hurrikan vor Jamaika“,Hurrikan vor Jamaika“,MISC,,,de,1.0
a…,a…,MISC,,,de,1.0
Taifun ihr Haus,Taifun ihr Haus,MISC,,,de,1.0
Die Heimatlosen,Die Heimatlosen,MISC,,,de,1.0
Ein perfekter Sturm,Ein perfekter Sturm,MISC,,,de,1.0
sozialen,sozialen,MISC,,,de,1.0
französischen,französischen,MISC,,,de,1.0
Wirbelsturm üb...,Wirbelsturm üb...,MISC,,,de,1.0
Zeit,Zeit,MISC,,,de,1.0
Schweizer,Schweizer,MISC,,,de,1.0
Mini-Transat,Mini-Transat,MISC,,,de,1.0
Vendée Globe,Vendée Globe,MISC,,,de,1.0
Vendée Globe st…,Vendée Globe st…,MISC,,,de,1.0
Bomben-Zyklon,Bomben-Zyklon,MISC,,,de,1.0
Bombenzyklon im Anmarsch,Bombenzyklon im Anmarsch,MISC,,,de,1.0
Herbststurm des Jahres,Herbststurm des Jahres,MISC,,,de,1.0
e…,e…,MISC,,,de,1.0
Ta…,Ta…,MISC,,,de,1.0
KI-Rechenmodelle,KI-Rechenmodelle,MISC,,,de,1.0
Mia…,Mia…,MISC,,,de,1.0
Sturm des Jahres,Sturm des Jahres,MISC,,,de,1.0
Kategorie-5-Hurrikan,Kategorie-5-Hurrikan,MISC,,,de,1.0
klimaschädliches CO2,klimaschädliches CO2,MISC,,,de,1.0
CO2-Speicher,CO2-Speicher,MISC,,,de,1.0
CO2,CO2,MISC,,,de,1.0
Nacht übe…,Nacht übe…,MISC,,,de,1.0
Todesopfer auf 24,Todesopfer auf 24,MISC,,,de,1.0
Fischer…,Fischer…,MISC,,,de,1.0
Behördenangab…,Behördenangab…,MISC,,,de,1.0
H60-Modelle,H60-Modelle,MISC,,,de,1.0
H60,H60,MISC,,,de,1.0
H60 Hub Ultra,H60 Hub Ultra,MISC,,,de,1.0
Cha…,Cha…,MISC,,,de,1.0
Imelda,Imelda,MISC,,,de,1.0
Nordatlantik“,Nordatlantik“,MISC,,,de,1.0
Hurrikan Imelda,Hurrikan Imelda,MISC,,,de,1.0
Spanisch,Spanisch,MISC,,,de,1.0
Schäde…,Schäde…,MISC,,,de,1.0
"Todesopfer durch den Taifun ""Bualoi","Todesopfer durch den Taifun ""Bualoi",MISC,,,de,1.0
italienischem,italienischem,MISC,,,de,1.0
süditalienischen Policoro,süditalienischen Policoro,MISC,,,de,1.0
Taifun Matmo,Taifun Matmo,MISC,,,de,1.0
chinesischen,chinesischen,MISC,,,de,1.0
CCTV,CCTV,MISC,,,de,1.0
Super Bowl,Super Bowl,MISC,,,de,1.0
Super Bowl 2026,Super Bowl 2026,MISC,,,de,1.0
"Hurrikansaison
","Hurrikansaison
",MISC,,,de,1.0
Sde Teiman,Sde Teiman,MISC,,,de,1.0
Gesamtzahl der Toten,Gesamtzahl der Toten,MISC,,,de,1.0
Wetter“,Wetter“,MISC,,,de,1.0
Wirbelsturms,Wirbelsturms,MISC,,,de,1.0
30.10.2025,30.10.2025,MISC,,,de,1.0
Zerstörerische Winde und Sturmflut,Zerstörerische Winde und Sturmflut,MISC,,,de,1.0
Trump,Trump,MISC,,,de,1.0
Lä…,Lä…,MISC,,,de,1.0
Klimaforsche…,Klimaforsche…,MISC,,,de,1.0
A… Hurrikan,A… Hurrikan,MISC,,,de,1.0
Ze…,Ze…,MISC,,,de,1.0
Zerstörerischer Wirbelsturm“,Zerstörerischer Wirbelsturm“,MISC,,,de,1.0
PODCAST,PODCAST,MISC,,,de,1.0
NZZ QUANTENSPRUNG,NZZ QUANTENSPRUNG,MISC,,,de,1.0
Supertaifun Ragasa,Supertaifun Ragasa,MISC,,,de,1.0
Hurrikan Melis…,Hurrikan Melis…,MISC,,,de,1.0
"Todesopfer, i…","Todesopfer, i…",MISC,,,de,1.0
haitianischen,haitianischen,MISC,,,de,1.0
Matsch,Matsch,MISC,,,de,1.0
Hunger,Hunger,MISC,,,de,1.0
Deutsche,Deutsche,MISC,,,de,1.0
Limit“,Limit“,MISC,,,de,1.0
mü…,mü…,MISC,,,de,1.0
"Tödlicher Sturm ""Melissa","Tödlicher Sturm ""Melissa",MISC,,,de,1.0
Schwere Winde und Überflutungen,Schwere Winde und Überflutungen,MISC,,,de,1.0
Barry“,Barry“,MISC,,,de,1.0
wa…,wa…,MISC,,,de,1.0
Me…,Me…,MISC,,,de,1.0
Miami mitte…,Miami mitte…,MISC,,,de,1.0
Uh…,Uh…,MISC,,,de,1.0
Auswi…,Auswi…,MISC,,,de,1.0
Hurrikan ,Hurrikan ,MISC,,,de,1.0
Jamaika,Jamaika,MISC,-0.007885657959585991,0.0,de,1.0
Woh…,Woh…,MISC,,,de,1.0
Todesopfer in Haiti,Todesopfer in Haiti,MISC,,,de,1.0
Hurrikan Kurs,Hurrikan Kurs,MISC,,,de,1.0
Ausm…,Ausm…,MISC,,,de,1.0
Gaza-Waffenruhe,Gaza-Waffenruhe,MISC,,,de,1.0
Sturm 2025 …,Sturm 2025 …,MISC,,,de,1.0
Todesopfer in der Karibik,Todesopfer in der Karibik,MISC,,,de,1.0
J…,J…,MISC,,,de,1.0
Der extrem gefährliche Hurrikan Melissa,Der extrem gefährliche Hurrikan Melissa,MISC,,,de,1.0
Hur…,Hur…,MISC,,,de,1.0
Rotes Kreuz,Rotes Kreuz,MISC,,,de,1.0
Caritas,Caritas,MISC,,,de,1.0
UN-Bericht,UN-Bericht,MISC,,,de,1.0
Wirbelstürme und Dürren,Wirbelstürme und Dürren,MISC,,,de,1.0
Stu…,Stu…,MISC,,,de,1.0
WeatherStory TV31.01.2026,WeatherStory TV31.01.2026,MISC,,,de,1.0
